,Date,User,Tweet
1480,2020-09-25 04:28:33+00:00,dpradhanbjp,Thank Hon. PM Shri @narendramodi ji and Union Min. Shri @RajKSinghIndia for the concrete steps and continuous support to help the power sector and DISCOMS in Odisha impacted by the challenges of #Covid-19.
1481,2020-09-25 04:25:08+00:00,akshayerathi,"Been a few months now since cinemas reopened in many parts of the world. Has anyone read articles or seen news about cinema halls being hotbeds for the spread of #COVID19 yet? Can’t seem to find anything on those lines. Instead, the US, UK etc have given huge financial grants!"
1482,2020-09-25 04:22:05+00:00,snehamordani,"After months , India’s positivity rate is at 5.7 percent.WHO’s Desired level is 5 percent and below.With testing of close to 15 lakh samples this has been achieved.Trick is to be consistent. Also need is to give a break up of antigen and RT PCR tests @CNNnews18 #COVID19"
1483,2020-09-25 04:09:59+00:00,mssirsa,"Best wishes for speedy recovery from #Covid19 and Dengue @msisodia Ji

We pray to Waheguru for your good health 🙏🏻"
1484,2020-09-25 04:01:08+00:00,USAmbBangladesh,"2020 has brought many unexpected challenges, but the @UNinBangladesh team has continued to provide humanitarian services, in addition to #COVID19 prevention &amp; treatment to the larger CXB community, refugees &amp; host communities alike. 1/2"
1485,2020-09-25 03:58:54+00:00,sri50,"#COVID19 cases in #India crossed 58 - lakh mark. 
And in last 24 hours there were 86,052 new cases &amp; 1,141 deaths.

Number of Active cases 9,70,116."
1486,2020-09-25 03:55:40+00:00,ndtv,"#JustIn | #COVID19 cases in India crosses 58-lakh mark with a spike of 86,052 new cases &amp; 1,141 deaths in last 24 hours."
1487,2020-09-25 03:53:53+00:00,RACGandhinagar,"6 persons fined of Rs.1000 each, in Collector Office campus, for non compliance of the notification regarding wearing of masks, today. #Covid19 #Gandhinagar @CollectorGnr"
1488,2020-09-25 03:51:07+00:00,PTI_News,"#COVID19 caseload of Andaman and Nicobar Islands climbs to 3,744 with 32 more people testing positive; number of active cases now 189: Health official"
1489,2020-09-25 03:31:16+00:00,rameshlaus,"#India does a record #Coronavirus testing on Sep 24th..

1.49 Million..

#CoronavirusIndia"
1490,2020-09-25 03:28:34+00:00,VABVOX,"Every year before #COVID19 I spent many hours on here arguing with folks about being good citizens and getting a #FluShot. 
I don't have to do THAT anymore, right?
Tell me. I'm gonna write about it. 
RT for optimal info.
Thanks!"
1491,2020-09-25 03:26:20+00:00,Jimgurnett,"2 questions for @CMOH_Alberta - how does one talk at length about horror of opiod overdose crisis and not once say ""supervised injection services""? why can detailed daily #COVID19 updates be provided but overdose info comes once/quarter and 3 months after fact? #AHS #ableg"
1492,2020-09-25 03:06:43+00:00,JohnBasham,"ATTN: @GovAbbott @GregAbbott_TX &amp; @AllenWest @TexasGOP-
The Newest #COVID19 Survival Rates Per @CDCgov:
AGE:             SURVIVAL RATE:
0-19:             99.997%
20-49:           99.98%
50-69:           99.5%
70 &amp; Over:    94.6%

WHY ISN'T TEXAS OPEN?
WHY ARE WE MASKED?"
1493,2020-09-25 03:04:31+00:00,Kreager,BREAKING: Brentwood football at CPA* has been canceled for Friday night. #COVID19
1494,2020-09-25 03:04:01+00:00,Monaheart1229,"We just surpassed 7 million #COVID19 cases

40 days left until we #VoteHimOut 

#VoteEarly 
#VoteInPerson"
1495,2020-09-25 02:51:52+00:00,jainejeninga,"How many staff/students ""health&amp;well-being"" are going to be endangered by @fordnation @Sflecce refusal to lower #classsize in #schools Treat them with same respect afforded adults - 2m distance vs &gt;1m in classrooms. #COVID19 #studentsmatter #education Time to act is NOW!"
1496,2020-09-25 02:51:47+00:00,JeffRybak,"If any American seriously believes #Covid19 was engineered by China to embarrass their country, I choose to believe it was engineered by America to close our borders and keep Americans away from our legal marijuana."
1497,2020-09-25 02:45:30+00:00,deniseshrivell,I’ll be live streaming from a small - very #Covid Safe - #fundourfuturenotgas protest in North Sydney from 1pm. Please take a look #auspol
1498,2020-09-25 02:27:32+00:00,NewDayForNJ,"How much do we love Dr. Scott Atlas @SWAtlasHoover?! 
👏👏👏👏👏

I’m a biochemist in oncology, author of groundbreaking T cell research—I can tell you that the Truth about #COVID19 matters &amp; Dr. Atlas has it."
1499,2020-09-25 02:25:14+00:00,CaraMia200,#BALI #covid is surging there.10 crematns a day. Death toll is clearly understated. Surge came after isle opened for tourism from the rest of Indonesia. Bali’s Govt is trying to boost hospital no.s &amp; limit tourism. Business interests are making the usual selfish noises.🤦🏻‍♀️
1500,2020-09-25 02:15:45+00:00,ANI,"Director General (Prisons), Tihar, Sandeep Goel has tested positive for #COVID19: Tihar Jail officials, Delhi"
1501,2020-09-25 02:13:37+00:00,timesofindia,"Chief Minister @capt_amarinder has appealed to the farmers to strictly maintain law and order, and adhere to all #COVID19 safety protocols, during today’s Bandh against the Agriculture Bills: Punjab Chief Minister's Office (CMO)

(ANI)"
1502,2020-09-25 02:04:37+00:00,CMOPb,"Chief Minister @capt_amarinder Singh has appealed to the farmers to strictly maintain law and order, and adhere to all #COVID safety protocols, during today’s Bandh against the Agriculture Bills."
1503,2020-09-25 02:03:31+00:00,PunjabGovtIndia,"Chief Minister @capt_amarinder Singh has appealed to the farmers to strictly maintain law and order, and adhere to all #COVID safety protocols, during today’s Bandh against the Agriculture Bills."
1504,2020-09-25 01:58:26+00:00,morphonios,"Today an old woman ridiculed me as I entered a gas station wearing my face mask. As I walked out, I paused to wink at her.  If she contracts #COVID19, she is so fat and unhealthy that she would almost certainly die from it. I wear my mask to save the lives of people like her."
1505,2020-09-25 01:48:54+00:00,DrLeanaWen,"Joining @CuomoPrimeTime to speak about whether @realDonaldTrump can overrule the @US_FDA &amp; authorize a #covid19 vaccine. It would be unprecedented—and what would be the consequence? Who would take it? To save lives, vaccines must be safe, effective &amp; trusted."
1506,2020-09-25 01:41:11+00:00,MayorConger,"If #COVID19 has only taught us one thing, it’s that Internet access should be treated like electricity. It should be accessible to everyone."
1507,2020-09-25 01:35:44+00:00,brandonzoras,Asymptomatic and Asynchronous are the top two words in education right now. #OntEd #COVID
1508,2020-09-25 01:34:23+00:00,rclemmons,"I got to watch JV high school football from my couch tonight. Gonna go out on a limb here, but....not all #COVID-related workarounds are a bad thing. #justsayin"
1509,2020-09-25 01:12:09+00:00,SenKatyG,"The Morrison Government wants us to forget that they had doubled the debt to historic highs BEFORE #COVID19  
 
End Sept 2013 gross debt - $280.3b (Change of govt)
 
End Jan 2020 gross debt -$568b (Pre COVID-19)
 
25 September 2020 gross debt - $802.6 billion

#auspol"
1510,2020-09-25 01:07:10+00:00,senrobportman,Today I introduced legislation with @SenatorLankford and @SenRonJohnson to ensure onerous government regulations don’t undermine our response to #COVID19 or any other potential future pandemic.
1511,2020-09-25 01:03:23+00:00,jamewils,"I am still busy with managing reservoirs, meanwhile many friends who was around me had infected with #COVID19. Special Secretary WRD, KWA MD, Chief Engineer, Irrigation &amp; Director, IDRB..

We all were together one week back. COVID-19 shows its ravaging face in Kerala. 

BE SAFE!"
1512,2020-09-25 01:02:49+00:00,APalmerMolina,"Received a third grant award today for a study examining the impacts of the #COVID19 pandemic on #maternalmentalhealth and family and economic well-being for low-income #Latina mothers, including the role of discrimination. One step closer! #swresearch"
1513,2020-09-25 01:00:19+00:00,RobynMils,I like the tone of this evening's #COVID19 presser. Mn @christufton &amp; team has a certain command that is welcome given the fears fm the recent spike &amp; t/mood #Jamaicans were in foll. Monday's presser. Good move 2 bring in #SaladaFoods to allay the fears of the productive sector.
1514,2020-09-25 00:43:46+00:00,AlanGrayson,"Trump's COVIDiocy has killed 200,000 Americans this year.  Obamacare saves the lives of roughly 20,000 Americans each year.  Guess which one of these policies Trump thinks he needs to fix? #TrumpIsTheVirus #RememberInNovember #ETTTTS #Election2020 #COVID19 #coronavirus"
1515,2020-09-25 00:38:59+00:00,capkbhardwaj,"Respected @nsitharaman Ji, On the basis of assessment of the ground reality due to #COVID19 Extend all compliance dates of Income Tax , GST &amp; MCA to 31st March 2021. Show some humanity. Show some mercy to Professionals &amp; their staff. Please Do it now. @narendramodi @SushilModi"
1516,2020-09-25 00:20:04+00:00,LawrenceGostin,"It's no coincidence that 4/5 worst performing #COVID19 nations are lead by ""strong man"" populist leaders: Trump, Bolsonaro, López Obrador, Johnson. Not only do they eschew global solidarity but q' science &amp; have no evidence-based national plan. Modi's a populist but India is hard"
1517,2020-09-25 00:15:39+00:00,Harryslaststand,If you want to save ordinary businesses and entrepreneurs during this pandemic then you must tax fairly the giant corporations and their billionaire owners. #COVID19
1518,2020-09-25 00:14:52+00:00,ryanvizzions,"I wonder what my dead Aunt would say now, considering she was undoubtably voting for the man whos negligence towards #COVID19 ended up killing her."
1519,2020-09-25 00:08:29+00:00,nckhui,"According to Johnston County school board members,  multiple teachers say they've been told they'll have to clean bathrooms when schools reopen. Supt. Eric Bracy says that shouldn't be happening &amp; those teachers should contact their principal. #nced #coronavirus"
1520,2020-09-25 00:08:26+00:00,MayorAdler,"#COVID19 9-24-20:
-7-day average of new hospitalizations 16
-28,904 positive cases, up 159 from Wed 
-722 active cases
-417 deaths, no change
-89 hospitalized, up 3 from Wed
-30 in ICU
-17 on ventilators 
-4.4 positivity rate (&lt;5 good) This not equal across demographics. 
1/5"
1521,2020-09-25 00:07:06+00:00,SushmaCribbs,"Listening to @MichelleNgGong discuss her incredible #COVID19 experience in nyc, truly inspiring for all! I'm constantly impressed by how our Crit Care community continues to come together! #StrongerTogether #WomenInMedicine @atscommunity"
1522,2020-09-25 00:04:36+00:00,sarahcox_bc,#COVID19 #pandemic means more people are reading e-books. You can get my @UBCPress book Breaching the Peace - telling story of farmers &amp; First Nations still working day &amp; night to save their Peace River Valley homes &amp; land from being flooded by #SiteC dam - at @kobo &amp; @amazon
1523,2020-09-25 00:04:01+00:00,basakcoruhUW,".@MichelleNgGong of @MontefioreNYC gave an outstanding talk on crisis leadership during #COVID19 for the @atscommunity Leadership Summit.

Equally inspiring and hard to listen to at times (PTSD). I wonder when our community will recover from this experience."
1524,2020-09-25 00:01:26+00:00,LadyRedWave,"So 

OPEN The Damn Country! 

STOP #MaskMandates

LIVE YOUR LIVES! 

New #COVID

💥SURVIVAL RATES!💥

per #CDC:

0-19: 99.997%
20-49: 99.98%
50-69: 99.5%
70 &amp; over: 94.6%"
1525,2020-09-24 23:59:03+00:00,RicharLisa,I am really impressed by @tdsb ‘s thoughtful adaptation to #covid era high school. And thank you to teachers for your commitment to the education and wellbeing of our kids in these unprecedented times.
1526,2020-09-24 23:57:47+00:00,antonioguterres,"We are working to advance #COVID19 vaccines as a global public good.

Yet some countries are reportedly making side deals exclusively for their own populations.

Such “vaccinationalism” is unfair and self-defeating.

None of us is safe, until all of us are safe.

#UNGA"
1527,2020-09-24 23:31:23+00:00,TuttleSinger,"Only in #Israel when the police stop you at a checkpoint to  make sure you’re not violating the #COVID19 lockdown restrictions, you have to ask *them* to please put on a mask 🙄"
1528,2020-09-24 23:31:16+00:00,justin_hart,"For 40 years the Left has tried to convince us that what we exhale will kill the planet.  It only took them 4 months to convince us that what we exhale will kill each other. 

Way to go sheep. #COVID19"
1529,2020-09-24 23:11:21+00:00,euph312,Just a friendly reminder to be #kind to those who may be on #cerb due to no fault of their own. Many have been hitting the pavement and hoping their job comes back. Who knows. One may find themselves in the same situation before #covid19 is beat. #cdnpoli
1530,2020-09-24 23:09:26+00:00,Laurie_Garrett,"The NYC DoH is going w NYPD to enforce social distancing where #COVID19 rates are well above 1%. NYers will see common thread:
Gravesend (6%)
Midwood (5%)
Far Rockaway (4%)
Kew Gards (4%)
Borough Pk (3.5%)
Mapleton (3%)
Sheepshead Bay (3%)
Midwood (3%)
Williamsburg (1.6%)."
1531,2020-09-24 23:07:56+00:00,PRGuy17,Scott Morrison must now explain to Victorians why his government is slashing JobKeeper before it's safe to do so. The #COVID19 second wave could just as easily have happened in NSW instead of Victoria. Would NSW be supported if that were so? #auspol
1532,2020-09-24 23:04:17+00:00,crystalchappell,Over 203K Americans Dead....#coronavirus #COVID19 #ManagementFailure #USLeadership
1533,2020-09-24 23:01:59+00:00,ellymelly,"I don't imagine that #Labor will #SackDanAndrews - because that would require the party admitting guilt. Rather, he'll probably retire from politics for 'family reasons' when the polls turn on him and Labor realises they need a sacrifice to hold power.

#vicpol #covid19 #aupsol"
1534,2020-09-24 22:58:21+00:00,AmandaMayo,"Congratulations to our PI: @mbastaw on funding for our project: ""Providing Post-Acute #Rehab to #COVID19 Patients: A Mixed Method Study and Recommendation Development Initiative"" - and thank you @Sunnybrook foundation for recognizing the importance of rehab in recovery"
1535,2020-09-24 22:54:42+00:00,SParnis,"When I was training, #publichealth medicine appeared to be a specialty to be avoided at all costs. #Covid19 has turned them from the nerds to the rockstars of the medical profession, &amp; rightly so. It's a tough gig, &amp; in Australia, they have done us proud. #auspol #springst"
1536,2020-09-24 22:49:00+00:00,EdithLK,"Just listening to @DrBonnieHenry and I am so happy to be living in #BC under her watch! And I want to thank her, @jjhorgan @adriandix for not making the pandemic political! She is a testament to a true leader: self-sacrificing, dedicated &amp; tons of perseverance! #bcpoli #COVID19"
1537,2020-09-24 22:48:24+00:00,miketmullaney,Really good performance by @EdwardJDavey on Question Time tonight. Ed rightly highlighting the Tory government’s lack of competence in handling the #COVID19 outbreak.  Particularly the governments poor record on testing #bbcqt
1538,2020-09-24 22:42:02+00:00,SafeeraHussainy,"Happy #WorldPharmacistsDay! 👨‍⚕️🧑🏽‍⚕️🧑🏿‍🔬🧑🏻‍💻

Congratulations to all #pharmacists around Australia 🇦🇺 &amp; the 🌎 who have worked tirelessly to serve their communities during the #COVIDPandemic 🦠 &amp; 🔥 in Australia 

In loving memory of all those #pharmacists who passed on from #covid 🙏 ❤️"
1539,2020-09-24 22:39:00+00:00,RepTimRyan,"The latest word is that we may introduce another #COVID package to help working people who need it most. I’m pushing hard to make sure it includes:
➡️Cash payments
➡️State and local funding
➡️Relief for our local restaurants who have been among the hardest hit in this pandemic."
1540,2020-09-24 22:38:20+00:00,irreductible_Em,Sharma saying the #COVID19 is under control in the UK is the biggest joke I have heard in days #bbcqt
1541,2020-09-24 22:36:26+00:00,DrSamGirgis,#COVID19 has given me an unrelenting desire to obtain n95 masks
1542,2020-09-24 22:26:16+00:00,DougDucey,"TODAY: Arizona is investing $14 million to support the innovative, game-changing efforts of @ASU, @uarizona and @NAU to contain the spread of #COVID19 and protect our communities. 1/"
1543,2020-09-24 22:23:17+00:00,DrShoaibSudozai,"England, France, Germany, Italy, Spain went for #LockdownStrategy; they are getting second waves now and going into lockdown again with no end in sight, destroying the economy in the process.

Sweden went for #HerdImmunity strategy and they dont have a second wave.
#Covid19"
1544,2020-09-24 22:10:56+00:00,gtlem,"For the 2nd week in a row Power Play Host @EvanLSolomon has a panel discussion on #Covid19 testing in ONTARIO

and AGAIN for the second week in a row he DOES NOT mention the words ""Doug"" or ""Ford""

But he DOES mention the words ""Prime Minister"" &amp; ""Throne Speech""

#cdnpoli"
1545,2020-09-24 22:09:39+00:00,timetospeakoutt,"Ed’s right, why should perfectly viable businesses be penalised because of temporary #Coronavirus closures after which they can bounce back? The government has acted too slowly, been inefficient, and not worked with business. They have indeed failed ☹️ #bbcqt @EdwardJDavey"
1546,2020-09-24 22:09:27+00:00,FionaKenny1,"You'd get fed up looking at tweets from people who in 2019 were calling anyone who mentioned feelings a snowflake, but who in 2020 are suddenly intensely concerned about the mental health of everyone if we don't let #COVID19  run riot."
1547,2020-09-24 22:06:04+00:00,DoctorJanette,"You can catch me on @FoxFriendsFirst @FoxNews TOMORROW at 5:20am EST. I’ll discuss the upcoming ‘twindemic’ as #influenza and #coronavirus cases rise. Plus, I’ll cover how to tell the difference between the two. Don’t miss it! @jillianmele @ToddPiro"
1548,2020-09-24 22:02:21+00:00,javeedsukhera,Heartbreaking to hear about parents waiting for #COVID19 testing and being turned away. A reminder that many parents have been on waiting lists for #mentalhealth treatment for their kids for up to 2 y. We must do better in both circumstances. #kidscantwait #kidsincrisis #onpoli
1549,2020-09-24 21:59:02+00:00,joel_luedke,"Health and safety is generally the stated priority of everyone, until it’s inconvenient. Don’t let this priority take a backseat because it doesn’t fit your training schedule or competitive advantage. Be on the right side of history with this one. #covid #ncaa #sports #health"
1550,2020-09-24 21:56:48+00:00,lisaphillips,"When I say my mom died from COVID-19, people ask about pre-existing conditions.

The virus killed her, not other conditions. She could have lived another 20 years if she hadn't been exposed.

Nobody deserves to die and her death could have been prevented.

#WearAMask #COVID19"
1551,2020-09-24 21:46:34+00:00,Mark_RaineyNL,"If Van Morrison is serious about new songs to promote his anti-Covid measures campaign, why hasn't he released a reworked 'Sammy Wilson Said'? #coronavirus"
1552,2020-09-24 21:41:08+00:00,l78lancer,"So some parents in Wisconsin are lying about #COVID19 and are knowingly sending their sick and infected kids to school.

What parent does that?

The kids don't care if you're pro-Trump or want to go back to work. They just know that they're sick."
1553,2020-09-24 21:40:40+00:00,AbdulElSayed,"28% of Americans are Black or Brown but...

50% of people who died of #COVID19 are Black or Brown.

Racism is a public health issue."
1554,2020-09-24 21:31:57+00:00,OJRCenter,"THREAD: Today, there are 941 confirmed positive cases of #COVID19 among Oregonians in prison. There are 247 cases among prison staff. The Department of Corrections has reported a 7th death of an incarcerated person thought to be from COVID."
1555,2020-09-24 21:25:24+00:00,wobbrockjo,"As an #HCI professor, I used to lament that my work involved me staring at a screen all day. But now, during #COVID19, with all my teaching and meetings being on Zoom, I realize how wrong I was. Because NOW I really do stare at a screen *all* day.

Half-life on human eyeballs?"
1556,2020-09-24 21:25:12+00:00,bobbyrob1974,"What a week it has been for me working on a feature film with @JALowden down sunny England with a fantastic cast,crew and brilliant director. Feeling blessed @SupportBritish and also glad to say f@&amp;k #COVID19 in doing it too @PIPtalent especially on my travels up and down the UK"
1557,2020-09-24 21:25:01+00:00,D_Raval,"There will be weddings, events, gigs and theatre shows etc again once #COVID19 is managed. Well there would be if the Tories had supported them through Johnson’s second wave. Jobs and whole elements are going to disappear. They didn’t have to, it’s a Tory choice to sacrifice them"
1558,2020-09-24 21:21:06+00:00,AlStewartOBE,"#Covid19 
It would appear the ""Sweden is the answer; Sweden rules!"" mantra may be folding. 
Fascinating report by @jamesmatesitv - from Sweden."
1559,2020-09-24 21:14:05+00:00,VJShordee444,"I will never understand why any poor person is a trump follower. Trump hates the poor. If he takes away the Affordable Care Act or touches Medicare, these ppl have nothing. Why do these ppl believe trump? He would kill them. He’s killing them with #COVID19."
1560,2020-09-24 21:12:55+00:00,AngryxGoat,"Just saw the tail end of Council House Britain. Anyone else wondering why it was appropriate to send a team of people into a 90yr olds home during lockdown? Can't be coincidental that he died 3 weeks later from Coronavirus.
#COVID19
#councilhousebritain"
1561,2020-09-24 21:10:40+00:00,TigressEllie,"We know #COVID19 is rampant in schools, affecting pupils &amp; teachers. We know masks work yet still no mandate for them. How many teachers or pupils have to die for things to change ? @GavinWilliamson @NEUnion @NASUWT 
Or will we hear the same lame excuses ?
#coronavirus #SARSCoV2"
1562,2020-09-24 21:07:18+00:00,AnaCabrera,"New York State will create its own vaccine task force comprised of “leading scientists, doctors, and health experts” charged with reviewing every #COVID19 vaccine authorized by the federal government, Governor Cuomo announced Thursday."
1563,2020-09-24 21:03:42+00:00,AndyOstroy,"Could there possibly be a more fitting term for an unrealistically rushed unproved vaccine by a deranged sociopath than ""warped speed""?? #Trump #Covid19 #coronavirus"
1564,2020-09-24 21:01:30+00:00,varunkrish,"Please guys , don’t take this #Covid lightly. Lost someone I have known since my childhood to the virus all of a sudden just when the person was about to recover. 
Take precautions and #WearAMask"
1565,2020-09-24 21:00:45+00:00,i_am_jessica_b,Sick of this covid stuff now. Well and truly had enough 😣 #COVID19
1566,2020-09-24 20:59:22+00:00,dipsMUFC,You got one minute to get home you fuckers #COVID19
1567,2020-09-24 20:53:37+00:00,RepAndreCarson,"The #COVID19 crisis has proven how essential Hoosier small businesses are to our community. Four months ago, the House voted to provide them more relief by passing the #HeroesAct. The Senate needs to also pass this vital legislation immediately. #SmallBusinessWeek"
1568,2020-09-24 20:47:58+00:00,SUNY,NEWS: Chancellor Malatras and @stonybrooku President McInnis Announce Partnership with SUNY Upstate Medical University to Launch Pooled Surveillance Testing for #COVID19
1569,2020-09-24 20:42:01+00:00,paulajean2020,"In WV if a school has any #COVID cases, all the cases in that school are counted as ONE. 

Who does this serve? Not our children or families. Not our medical community. Not our ability to get the funding we need to save lives.

No more playing political games with our lives!"
1570,2020-09-24 20:41:32+00:00,KarenTrillo18,Why are people panic buying toilet roll and pasta again???? It’s ridiculous! The amount of pasta you intend to eat will ensure you never shit again!! 😂 Just STOP #Covid #panicbuy #Noneed
1571,2020-09-24 20:40:10+00:00,IrwinGill,"David Attenborough has been on Instagram for about five minutes, has posted one video and as of now has 1.9 million followers.

He is clearly an influencer, and therefore the Government must engage his services on Covid communications. It would be amazing.

#COVID19 #attenborough"
1572,2020-09-24 20:37:32+00:00,LostDiva,"Joe Biden offensive  ""Healthcare is personal to me"" ad is on the tv again. #WhitePrivilege 

Where is our #MedicareForAll?? #CoronaVirus #Pandemic"
1573,2020-09-24 20:27:49+00:00,SenatorRomney,Keeping airlines flying is essential to our collective economic recovery—the @SLCairport was booming and experiencing record growth in passengers before #COVID19. Our bill would extend support to prevent massive layoffs and ensure airline workers continue receiving paychecks.
1574,2020-09-24 20:18:36+00:00,Louisemac,The vast majority of students are sticking with the rules on halting #Covid19 &amp; behaving responsibly - thank you 🙏 Keep looking out for each other with kindness; connect with the sources of help &amp; support that are being offered; take it a day at a time - we’ll get through this.
1575,2020-09-24 20:16:38+00:00,laitman,"#Coronavirus is not a blow but a push toward our growth to facilitate our #development, to bring us together through unity – to perception of the Upper force of nature. We have to be connected to it. This has nothing to do with religion. Only then will our life get better."
1576,2020-09-24 20:14:13+00:00,REFORM,"👏 BREAKING: NJ lawmakers passed legislation that would help thousands of vulnerable people behind bars come home early and protect lives from #COVID19!

Thank you @nelliepou @sandrabcunningh @rajmukherji @shavondasumter @aswreyjackson for your leadership."
1577,2020-09-24 20:11:01+00:00,Kanono_Thabane,"This weekend, one former Ambassador will be laid to rest in his home village (MHSRIP). I am yet to see if #COVID19 regulations will be observed. I am yet to see if the military and police will be present to enforce #COVID19  regulations as they highlighted last week."
1578,2020-09-24 20:10:32+00:00,albieanrevalde,"Thailand announced that their 1st #COVID19 outbreak finally ended.  

Zero local transmission of the disease for 48 days, WITHOUT A VACCINE!

It shows how we can actually medically solve this health crisis even without compromising so much of our time and rights!

#MassTestingNow"
1579,2020-09-24 20:04:17+00:00,Craig_A_Spencer,"The United States’ #COVID19 response has been an unmitigated failure.

This isn’t political opinion. It’s a public health fact."
1580,2020-09-24 19:55:12+00:00,ChrisLikesEd,After 4 years today was my last day (for now) at @PeopleforEd. I'm going to focus my remaining pandemic energy on prepping my PhD proposal where I hope to study the distance learning conditions during #COVID19 in the @tdsb. (1/3)
1581,2020-09-24 19:51:50+00:00,TammyPescatelli,#PA Health department let me and about 20 other parents know 11 days AFTER our kids were exposed to #Covid in school . The school had a better system to let us know about a #snowdelay than a global #pandemic.
1582,2020-09-24 19:48:37+00:00,RobertsMelana,"Access to #parks shld not be determined by income, esp. during #Covid! Ppl in Toronto already have less access to parkland than ppl in LA, Houston, Chicago &amp; NYC &amp; the number is only shrinking. BIPOC &amp; low income ppl need to be prioritized. This is a #publichealth issue. PERIOD."
1583,2020-09-24 19:45:25+00:00,GrantRants,"BREAKING:  @niagarahealth is changing its #COVID19 testing centres. It is ending most asymptomatic testing, and starting Monday, will move to a by-appointment-only system, effectively ending its walk-in testing centres. More to details to come soon."
1584,2020-09-24 19:41:47+00:00,BioSciFan,"Proud of the @Stempra team for an excellent event on managing press offices in the #COVID era. Exceptional panel &amp; great discussion. Thank you @EddMcCracken @rfzeitlin @DrMatthewL, @RachaelVDowling @rfzeitlin @shanemcanning &amp; Emily Head @TheLancet"
1585,2020-09-24 19:41:43+00:00,UTDemLttrDaySnt,"What if the Cox/Herbert #COVID strategy is just the Tr*mp COVID strategy, but nicer? #utpol #1200cases"
1586,2020-09-24 19:40:19+00:00,drjohnm,"Why do guideline writers insist on offering guidance when they have literally NO idea of the right guidance? 

@EPrystowskyonEP once told me that in areas of vast uncertainty, guideline writers should just refrain from writing anything. 

#COVID19
Cc 
@AmerAcadPeds"
1587,2020-09-24 19:37:54+00:00,MeanLin1,"A good friend of mine in Europe, a #JustAFlu believer, has been struck down with #COVID19. He's ok for now but he's an older guy and I hope he stays that way."
1588,2020-09-24 19:37:49+00:00,BearOfGinger,Saw a real person wearing one of those #masks that looks like a #jockstrap cup. I’m here for whatever kink you’re into buddy. Live your best jockstrap cup breathing life. #COVID19
1589,2020-09-24 19:34:00+00:00,airnewsalerts,Bombay High Court refuses to intervene in the #Maharashtra government's decision to not open places of worship to the public in view of the #COVID19 pandemic.
1590,2020-09-24 19:25:22+00:00,SenShelby,Congress should act on a targeted #COVID19 relief measure to help small businesses and those in need. This will boost our economy and recovery efforts. Time is of the essence. We need to pass a measure now.
1591,2020-09-24 19:22:01+00:00,tauhenare,Dont let foreign powers or foreign organisations set the rules on our #Covid19 response. #SANZAR #ARU  @AllBlacks
1592,2020-09-24 19:15:34+00:00,RoxxieToxxic,"For the last 2 consecutive  days the UK has seen its highest amount of #COVID19 cases since the virus came to our shores.

•Schools - STILL open.

•Pubs, bars and restaurants - STILL open

•Retail Outlets - STILL open

Uhm....
HELLO?! 

#coronavirus #coronavirusuk #COVIDIDIOTS"
1593,2020-09-24 19:06:49+00:00,itisprashanth,"Wear a mask. Better to struggle a bit to breathe , instead of not breathing at all. 

#COVID19"
1594,2020-09-24 19:06:47+00:00,theirishbalance,"As we head into a new weekend, please think twice about where you go &amp; who you meet. Consider the risk of #COVID19 . How can you reduce it? How can you protect yourself &amp; others?

#WashYourHands #SocialDistancing #WearAMask - Reduce social contacts - Know the symptoms 🤧"
1595,2020-09-24 19:03:39+00:00,CarrieBercic,"While I would far rather have no cases of #COVID19 in #vsb39 schools, I am glad to see at least a few schools in the district releasing letters to the school community when cases do arise. Thank you to those administrators for that clarity.

#bced"
1596,2020-09-24 19:03:37+00:00,GovernorShapiro,"NEW: We just launched the Open &amp; Certified Pennsylvania program to support local businesses.

By participating in this program, restaurants pledge to follow all #COVID19 safety protocol and guidance. This pledge allows restaurants to increase indoor occupancy to 50%."
1597,2020-09-24 19:01:42+00:00,BenWinslow,"JUST IN: @UtahDepOfHealth reporting 1,198 new cases of #COVID19 in Utah today. No new deaths. 9,117 new tests administered. 35 new hospitalizations. @fox13 #utpol #Utah"
1598,2020-09-24 18:58:01+00:00,LtGovHusted,"During today’s #COVID19 UPDATE with @GovMikeDeWine, Lt. Gov. @JonHusted provided an update on the current sports order.

The one-game-per-day limit will be removed. 

“We have been successful with the protocols put in place.” -JH"
1599,2020-09-24 18:56:10+00:00,ciara_omalley,The amount of people presenting for a Covid test with a fresh cup of coffee from the shop/coffee shop is absolutely mind-blowing 🤯 #COVID19 #COVID19ireland
1600,2020-09-24 18:54:28+00:00,AarikaRhodes,"It is VERY disappointing the second stimulus bill is on the back burner. #hotmess 🤦🏽‍♀️

#Government #Congress #Politics #COVID19 #vote"
1601,2020-09-24 18:51:57+00:00,SharonBarbour,"Crikey - Newcastle’s #covid cases are rapidly increasing.. 585 positive cases in a week, (a rate of 193).

South Tyneside second highest rate in England- at 205 per 100,000 - just behind Bolton."
1602,2020-09-24 18:51:49+00:00,ABsteward,"We are encountering this case scenario more freq now,pt w #COVID19 pneumonia on O2 got DEX /10d improved /discharged came back again after 1 mnth pneumonia/covid19 +02 NC 2L
Reg:steroids @PeterHorby @MartinLandray @jesusrbano @CarlosdelRio7 @FranciscoMarty @BradSpellberg
Others👇"
